SD initialization failed!
Is there an SD card inserted?
754 4754325 99 21.91 2966150 23.69
755 4754624 198 33.69 2966156 24.01
756 4755453 67 18.51 2966162 23.91
757 4756026 225 38.48 2966168 24.12
758 4756147 543 164.77 2966174 23.69
759 4757137 67 18.51 2966180 23.91
760 4757545 93 21.41 2966186 23.91
761 4758618 255 43.96 2966192 23.91
762 4760453 94 21.50 2966198 24.01
763 4762315 135 24.92 2966204 23.80
764 4764950 53 16.22 2966210 23.69
765 4765586 131 24.54 2966216 23.91
766 4769242 92 21.32 2966222 23.91
767 4770279 524 150.73 2966228 23.80
768 4770364 71 19.06 2966234 23.80
769 4772429 71 19.06 2966240 24.12
770 4775432 137 25.12 2966246 23.91
771 4775778 78 19.92 2966252 23.80
772 4776499 71 19.06 2966258 24.12
773 4776595 63 17.91 2966264 24.12
774 4778521 76 19.69 2966270 24.12
775 4779229 83 20.46 2966276 24.12
776 4782399 133 24.73 2966282 23.91
777 4789523 60 17.43 2966288 24.01
778 4791805 83 20.46 2966294 23.91
779 4792950 70 18.93 2966300 23.91
780 4796013 172 29.49 2966306 23.80
781 4801721 99 21.91 2966312 24.01
782 4807758 60 17.43 2966318 24.23
783 4809864 243 41.74 2966324 24.12
784 4816914 96 21.67 2966330 23.91
785 4817830 291 50.97 2966336 23.91
786 4820119 335 61.77 2966342 24.01
787 4822732 63 17.91 2966348 24.01
788 4824265 88 20.96 2966354 24.01
789 4828894 83 20.46 2966360 24.23
790 4833191 198 33.69 2966366 24.01
791 4835382 71 19.06 2966372 23.80
792 4841283 185 31.51 2966378 23.80
793 4842155 185 31.51 2966384 24.01
794 4842215 67 18.51 2966390 23.91
795 4843064 62 17.75 2966396 23.80
796 4843804 56 16.76 2966402 23.37
797 4844588 56 16.76 2966408 24.12
798 4848565 207 35.26 2966414 23.91
799 4850710 174 29.79 2966420 23.48
800 4851433 527 155.96 2966426 23.58
801 4853025 120 23.58 2966432 23.80
802 4853358 98 21.83 2966438 24.34
803 4854899 96 21.67 2966444 23.58
804 4859634 101 22.08 2966450 23.58
805 4863789 414 93.93 2966456 23.80
806 4867130 103 22.23 2966462 24.01
807 4873169 80 20.14 2966468 24.12
808 4873740 76 19.69 2966474 24.01
809 4874643 126 24.09 2966480 23.80
810 4880026 248 42.69 2966486 24.12
811 4880822 98 21.83 2966492 24.12
812 4881345 88 20.96 2966498 24.12
813 4888425 60 17.43 2966504 24.01
814 4890401 71 19.06 2966510 24.12
815 4890645 83 20.46 2966516 24.23
816 4891618 74 19.44 2966522 23.91
817 4893167 241 41.39 2966528 24.23
818 4895814 81 20.25 2966534 24.12
819 4898755 255 43.96 2966540 24.23
820 4904286 71 19.06 2966546 23.91
821 4912506 56 16.76 2966552 23.69
822 4912680 108 22.63 2966558 23.80
823 4914079 48 15.29 2966564 23.80
824 4914698 83 20.46 2966570 24.01
825 4918461 103 22.23 2966576 23.80
826 4921345 66 18.36 2966582 24.01
827 4923155 156 27.28 2966588 23.91
828 4923622 56 16.76 2966594 23.91
829 4939835 176 30.09 2966600 23.91
830 4941188 366 72.41 2966606 24.01
831 4943039 83 20.46 2966612 23.69
832 4944275 204 34.73 2966618 23.69
833 4949800 481 129.57 2966624 23.80
834 4950942 241 41.39 2966630 23.91
835 4955209 186 31.68 2966636 24.12
836 4955782 97 21.75 2966642 24.01
837 4957677 122 23.75 2966648 24.01
838 4958251 108 22.63 2966654 24.12
839 4959424 76 19.69 2966660 24.12
840 4961308 51 15.86 2966666 24.01
841 4964056 56 16.76 2966672 24.12
842 4965218 97 21.75 2966678 24.23
843 4966593 62 17.75 2966684 24.01
844 4967465 56 16.76 2966690 24.12
845 4970095 50 15.67 2966696 23.91
846 4971412 50 15.67 2966702 23.91
847 4978058 113 23.02 2966708 24.01
848 4980186 120 23.58 2966714 23.80
849 4982286 96 21.67 2966720 23.69
850 4990910 433 104.37 2966726 24.01
851 4992930 103 22.23 2966732 23.69
852 4994505 51 15.86 2966738 24.01
853 4995483 167 28.76 2966744 24.01
854 4996948 89 21.05 2966750 23.91
855 4997075 81 20.25 2966756 24.01
856 4998317 63 17.91 2966762 23.91
857 4998829 89 21.05 2966768 23.69
858 5001098 112 22.94 2966774 23.91
859 5001289 364 71.71 2966780 24.01
860 5001780 96 21.67 2966786 23.69
861 5002319 81 20.25 2966792 23.91
862 5003330 437 106.21 2966798 23.91
863 5004353 51 15.86 2966804 23.69
864 5006523 56 16.76 2966810 24.01
865 5010748 60 17.43 2966816 24.12
866 5011730 152 26.78 2966822 24.12
867 5011763 83 20.46 2966828 23.91
868 5012440 78 19.92 2966834 24.01
869 5013750 319 57.64 2966840 24.01
870 5015244 163 28.20 2966846 24.23
871 5015997 369 73.42 2966852 23.69
872 5018407 154 27.02 2966858 23.69
873 5022386 365 71.38 2966864 23.80
874 5024613 422 97.97 2966870 24.01
875 5028739 140 25.42 2966876 23.91
876 5028883 354 67.99 2966882 23.91
877 5034767 58 17.10 2966888 24.23
878 5036290 63 17.91 2966894 23.69
879 5038266 179 30.55 2966900 23.58
880 5038327 76 19.69 2966906 23.91
881 5040279 99 21.91 2966912 23.80
882 5041558 224 38.29 2966918 23.91
883 5044355 131 24.54 2966924 23.48
884 5044982 229 39.22 2966930 24.01
885 5047155 66 18.36 2966936 24.01
886 5047324 199 33.86 2966942 23.58
887 5048934 94 21.50 2966948 23.80
888 5049121 195 33.17 2966954 23.80
889 5049827 263 45.37 2966960 23.69
890 5051009 53 16.22 2966966 23.69
891 5053793 131 24.54 2966972 23.58
892 5055741 177 30.25 2966978 23.69
893 5056368 167 28.76 2966984 23.69
894 5058880 94 21.50 2966990 23.69
895 5062022 71 19.06 2966996 23.69
896 5069134 85 20.67 2967002 24.01
897 5072078 56 16.76 2967008 23.80
898 5074480 71 19.06 2967014 23.91
899 5085144 49 15.48 2967020 24.01
900 5085161 51 15.86 2967026 24.01
901 5087706 449 112.05 2967032 23.58
902 5090009 57 16.93 2967038 23.48
903 5090934 88 20.96 2967044 23.91
904 5092167 186 31.68 2967050 24.01
905 5094919 101 22.08 2967056 23.91
906 5101551 62 17.75 2967062 23.91
907 5102874 99 21.91 2967068 24.12
908 5104088 159 27.66 2967074 23.69
909 5105352 207 35.26 2967080 23.91
910 5105809 238 40.82 2967086 23.80
911 5106171 131 24.54 2967092 23.91
912 5107544 53 16.22 2967098 24.01
913 5112458 81 20.25 2967104 23.48
914 5115622 157 27.40 2967110 23.80
915 5117426 83 20.46 2967116 23.91
916 5118918 101 22.08 2967122 23.80
917 5119886 67 18.51 2967128 24.01
918 5121683 60 17.43 2967134 24.01
919 5123535 71 19.06 2967140 23.80
920 5134049 326 59.13 2967146 23.91
921 5136904 69 18.79 2967152 24.01
922 5140515 184 31.36 2967158 23.69
923 5140617 50 15.67 2967164 24.01
924 5141153 110 22.78 2967170 24.34
925 5141463 143 25.74 2967176 23.69
926 5145518 184 31.36 2967182 23.80
927 5148688 211 35.96 2967188 23.69
928 5149384 56 16.76 2967194 24.01
929 5149682 90 21.14 2967200 23.69
930 5151055 60 17.43 2967206 23.69
931 5151710 63 17.91 2967212 24.01
932 5157391 99 21.91 2967218 24.01
933 5158850 184 31.36 2967224 24.01
934 5162698 73 19.32 2967230 23.80
935 5162915 121 23.66 2967236 24.01
936 5169411 92 21.32 2967242 23.91
937 5172029 88 20.96 2967248 23.91
938 5173176 143 25.74 2967254 24.01
939 5174853 270 46.71 2967260 23.91
940 5177399 120 23.58 2967266 23.91
941 5181443 248 42.69 2967272 23.80
942 5183498 109 22.70 2967278 23.69
943 5184860 153 26.90 2967284 23.15
944 5185552 71 19.06 2967290 23.80
945 5187511 131 24.54 2967296 23.80
946 5188352 207 35.26 2967302 24.01
947 5188531 103 22.23 2967308 23.80
948 5189935 51 15.86 2967314 23.80
949 5193818 149 26.42 2967320 23.58
950 5194832 56 16.76 2967326 23.80
951 5196444 108 22.63 2967332 24.12
952 5200584 361 70.62 2967338 24.12
953 5203426 60 17.43 2967344 23.58
954 5204393 243 41.74 2967350 24.12
955 5209608 71 19.06 2967356 24.12
956 5210522 103 22.23 2967362 24.01
957 5210603 62 17.75 2967368 24.12
958 5219646 338 62.67 2967374 23.69
959 5222151 156 27.28 2967380 23.91
960 5222963 135 24.92 2967386 23.91
961 5224951 63 17.91 2967392 24.23
962 5228868 56 16.76 2967398 24.12
963 5230480 167 28.76 2967404 23.69
964 5231255 319 57.64 2967410 24.01
965 5232984 99 21.91 2967416 24.23
966 5233032 78 19.92 2967422 23.91
967 5233236 99 21.91 2967428 23.80
968 5233790 69 18.79 2967434 24.01
969 5234444 236 40.44 2967440 23.91
970 5240742 79 20.03 2967446 24.23
971 5243057 231 39.55 2967452 23.48
972 5243492 143 25.74 2967458 24.01
973 5243952 159 27.66 2967464 23.80
974 5244865 65 18.22 2967470 24.12
975 5247419 99 21.91 2967476 23.48
976 5257170 657 260.46 2967482 23.91
977 5258760 109 22.70 2967488 24.01
978 5260175 167 28.76 2967494 23.80
979 5262662 66 18.36 2967500 23.91
980 5264129 69 18.79 2967506 24.01
981 5264753 51 15.86 2967512 23.91
982 5265624 97 21.75 2967518 23.91
983 5268915 67 18.51 2967524 23.58
984 5271530 300 52.79 2967530 24.12
985 5276142 78 19.92 2967536 24.12
986 5276240 79 20.03 2967542 24.01
987 5277791 108 22.63 2967548 23.58
988 5280001 99 21.91 2967554 23.91
989 5282026 56 16.76 2967560 24.01
990 5283999 131 24.54 2967566 24.01
991 5285588 97 21.75 2967572 23.91
992 5285911 147 26.19 2967578 23.69
993 5286366 133 24.73 2967584 23.69
994 5289003 152 26.78 2967590 24.12
995 5290695 519 154.30 2967596 24.01
996 5294770 60 17.43 2967602 23.91
997 5300237 71 19.06 2967608 24.01
998 5300467 248 42.69 2967614 24.01
999 5300491 94 21.50 2967620 23.69
1000 5302558 83 20.46 2967626 24.12
1001 5303405 67 18.51 2967632 23.80
1002 5306511 108 22.63 2967638 24.12
1003 5307200 70 18.93 2967644 24.01
1004 5307919 126 24.09 2967650 23.91
1005 5310844 63 17.91 2967656 24.23
1006 5311608 63 17.91 2967662 23.58
1007 5312847 96 21.67 2967668 23.80
1008 5319261 70 18.93 2967674 23.58
1009 5320421 274 47.52 2967680 23.80
1010 5323964 75 19.57 2967686 23.58
1011 5331947 568 189.84 2967692 23.91
1012 5332936 216 36.85 2967698 24.23
1013 5334318 127 24.18 2967704 24.01
1014 5339735 195 33.17 2967710 24.01
1015 5340436 135 24.92 2967716 23.69
1016 5345087 108 22.63 2967722 23.91
1017 5346852 137 25.12 2967728 24.01
1018 5348465 472 125.87 2967734 23.69
1019 5352958 51 15.86 2967740 23.80
1020 5353757 49 15.48 2967746 24.12
1021 5355115 49 15.48 2967752 24.01
1022 5360187 50 15.67 2967758 24.12
1023 5360201 57 16.93 2967764 23.80
1024 5361554 255 43.96 2967770 24.12
1025 5361710 153 26.90 2967776 24.01
1026 5362152 127 24.18 2967782 24.12
1027 5364737 76 19.69 2967788 23.48
1028 5370975 193 32.84 2967794 23.80
1029 5373371 254 43.77 2967800 24.12
1030 5375804 112 22.94 2967806 23.91
1031 5375821 60 17.43 2967812 23.58
1032 5376720 57 16.93 2967818 23.91
1033 5377566 263 45.37 2967824 23.80
1034 5377780 51 15.86 2967830 23.80
1035 5380154 184 31.36 2967836 24.12
1036 5381708 63 17.91 2967842 24.12
1037 5383320 93 21.41 2967848 23.80
1038 5386362 159 27.66 2967854 24.12
1039 5393064 99 21.91 2967860 23.80
1040 5396974 531 160.62 2967866 23.80
1041 5399133 71 19.06 2967872 23.91
1042 5400757 57 16.93 2967878 24.01
1043 5400800 248 42.69 2967884 23.69
1044 5401476 115 23.18 2967890 24.01
1045 5403663 90 21.14 2967896 23.91
1046 5404340 85 20.67 2967902 23.80
1047 5404535 62 17.75 2967908 23.80
1048 5404668 92 21.32 2967914 23.58
1049 5405877 399 87.30 2967920 23.91
1050 5409415 121 23.66 2967926 23.69
1051 5413466 131 24.54 2967932 24.01
1052 5413763 97 21.75 2967938 23.69
1053 5414113 63 17.91 2967944 23.58
1054 5419516 71 19.06 2967950 24.01
1055 5421090 51 15.86 2967956 23.69
1056 5424121 147 26.19 2967962 23.80
1057 5426519 172 29.49 2967968 23.91
1058 5429369 53 16.22 2967974 24.01
1059 5430151 575 187.30 2967980 23.91
1060 5432214 156 27.28 2967986 24.01
1061 5433279 92 21.32 2967992 24.12
1062 5435901 85 20.67 2967998 23.58
1063 5437079 188 32.01 2968004 23.91
1064 5437777 60 17.43 2968010 24.12
1065 5437958 63 17.91 2968016 24.12
1066 5439671 262 45.24 2968022 23.80
1067 5442423 49 15.48 2968028 24.01
1068 5442671 121 23.66 2968034 24.12
1069 5445853 76 19.69 2968040 23.37
1070 5450145 51 15.86 2968046 24.01
1071 5453318 51 15.86 2968052 23.69
1072 5456693 179 30.55 2968058 24.12
1073 5463754 63 17.91 2968064 24.23
1074 5467355 57 16.93 2968070 24.12
1075 5468952 81 20.25 2968076 23.48
1076 5472414 63 17.91 2968082 24.12
1077 5472483 113 23.02 2968088 23.80
1078 5480986 67 18.51 2968094 24.12
1079 5483985 177 30.25 2968100 23.69
1080 5490823 391 82.35 2968106 23.91
1081 5493934 70 18.93 2968112 23.69
1082 5495953 255 43.96 2968118 24.01
1083 5499388 57 16.93 2968124 23.80
1084 5500295 127 24.18 2968130 23.80
1085 5506724 57 16.93 2968136 23.69
1086 5507594 58 17.10 2968142 23.58
1087 5509855 153 26.90 2968148 23.58
1088 5512088 143 25.74 2968154 23.69
1089 5520021 78 19.92 2968160 23.80
1090 5521959 179 30.55 2968166 23.48
1091 5523662 88 20.96 2968172 23.80
1092 5524830 147 26.19 2968178 24.01
1093 5526277 79 20.03 2968184 23.69
1094 5526303 126 24.09 2968190 23.80
1095 5528270 79 20.03 2968196 24.01
1096 5528330 82 20.36 2968202 23.58
1097 5529547 53 16.22 2968208 24.01
1098 5533620 179 30.55 2968214 24.01
1099 5535971 159 27.66 2968220 23.48
1100 5539534 77 19.81 2968226 24.12
1101 5539605 423 97.36 2968232 23.80
1102 5541328 76 19.69 2968238 23.80
1103 5542164 92 21.32 2968244 23.91
1104 5544092 103 22.23 2968250 24.01
1105 5545202 79 20.03 2968256 24.01
1106 5545218 71 19.06 2968262 23.91
1107 5546558 241 41.39 2968268 24.01
1108 5547551 120 23.58 2968274 24.01
1109 5548862 96 21.67 2968280 24.01
1110 5555869 65 18.22 2968286 23.91
1111 5556861 385 80.11 2968292 23.91
1112 5557372 51 15.86 2968298 23.91
1113 5558600 99 21.91 2968304 24.01
1114 5558958 294 51.51 2968310 23.58
1115 5561561 67 18.51 2968316 23.80
1116 5563208 547 162.22 2968322 24.12
1117 5563561 83 20.46 2968328 23.91
1118 5566461 71 19.06 2968334 24.01
1119 5570753 56 16.76 2968340 24.01
1120 5570985 81 20.25 2968346 23.80
1121 5571616 103 22.23 2968352 23.80
1122 5571865 92 21.32 2968358 23.91
1123 5574289 482 129.60 2968364 23.58
1124 5577841 181 30.87 2968370 24.01
1125 5577849 57 16.93 2968376 24.01
1126 5579624 124 23.92 2968383 23.91
1127 5581564 207 35.26 2968389 23.69
1128 5581670 134 24.82 2968395 23.80
1129 5584775 57 16.93 2968401 23.91
1130 5586676 325 59.05 2968407 24.01
1131 5587335 57 16.93 2968413 24.01
1132 5594356 88 20.96 2968419 24.01
1133 5595447 526 158.17 2968425 23.58
1134 5595882 125 24.00 2968431 23.80
1135 5595914 149 26.42 2968437 23.80
1136 5598312 120 23.58 2968443 24.12
1137 5599603 59 17.27 2968449 24.12
1138 5601582 217 37.04 2968455 24.12
1139 5601863 317 56.91 2968461 23.91
1140 5602779 51 15.86 2968467 23.80
1141 5602836 88 20.96 2968473 23.80
1142 5609504 62 17.75 2968479 24.01
1143 5614485 147 26.19 2968485 24.01
1144 5616068 56 16.76 2968491 23.80
1145 5616093 92 21.32 2968497 23.80
1146 5617492 78 19.92 2968503 24.01
1147 5624416 63 17.91 2968509 23.80
1148 5624495 432 101.61 2968515 23.37
1149 5626019 58 17.10 2968521 24.01
1150 5629770 255 43.96 2968527 24.01
1151 5630464 307 54.48 2968533 23.91
1152 5634530 307 54.48 2968539 24.12
1153 5635506 286 49.78 2968545 23.91
1154 5637078 92 21.32 2968551 24.01
1155 5641239 505 145.23 2968557 23.69
1156 5644503 108 22.63 2968563 23.80
1157 5645191 271 46.93 2968569 24.12
1158 5645450 335 61.77 2968575 23.80
1159 5647170 463 119.23 2968581 23.91
1160 5648694 89 21.05 2968587 23.58
1161 5654789 103 22.23 2968593 23.69
1162 5655994 66 18.36 2968599 24.12
1163 5659909 114 23.10 2968605 24.01
1164 5661827 79 20.03 2968611 23.80
1165 5664321 63 17.91 2968617 24.12
1166 5670642 134 24.82 2968623 23.91
1167 5678247 85 20.67 2968629 23.80
1168 5680800 199 33.86 2968635 24.12
1169 5683103 57 16.93 2968641 24.01
1170 5684213 82 20.36 2968647 23.80
1171 5686937 76 19.69 2968653 23.80
1172 5687686 224 38.29 2968659 23.80
1173 5687954 79 20.03 2968665 23.48
1174 5688323 63 17.91 2968671 24.12
1175 5690281 63 17.91 2968677 23.69
1176 5692188 71 19.06 2968683 23.91
1177 5693135 120 23.58 2968689 24.01
1178 5694109 231 39.55 2968695 24.23
1179 5694403 56 16.76 2968701 24.23
1180 5694909 108 22.63 2968707 23.91
1181 5701602 56 16.76 2968713 23.48
1182 5701692 309 55.01 2968719 24.01
1183 5706279 71 19.06 2968725 23.91
1184 5709621 63 17.91 2968731 24.01
1185 5710191 66 18.36 2968737 24.01
1186 5712420 77 19.81 2968743 24.01
1187 5713133 114 23.10 2968749 23.69
1188 5713602 149 26.42 2968755 23.80
1189 5713756 103 22.23 2968761 24.01
1190 5714249 83 20.46 2968767 24.12
1191 5714749 207 35.26 2968773 23.80
1192 5714967 192 32.67 2968779 23.91
1193 5717870 99 21.91 2968785 23.91
1194 5719724 216 36.85 2968791 23.69
1195 5720247 121 23.66 2968797 24.01
1196 5721241 510 148.47 2968803 24.12
1197 5721987 71 19.06 2968809 23.80
1198 5722906 312 55.68 2968815 24.01
1199 5726698 83 20.46 2968821 23.80
1200 5732032 137 25.12 2968827 23.69
1201 5734070 51 15.86 2968833 23.91
1202 5739943 67 18.51 2968839 24.01
1203 5742451 263 45.37 2968845 23.58
1204 5744393 121 23.66 2968851 24.12
1205 5744771 79 20.03 2968857 23.91
1206 5751875 81 20.25 2968863 23.80
1207 5753319 78 19.92 2968869 24.12
1208 5754838 365 71.38 2968875 23.58
1209 5755096 81 20.25 2968881 24.01
1210 5757227 85 20.67 2968887 23.58
1211 5757365 305 53.88 2968893 23.91
1212 5757413 103 22.23 2968899 24.01
1213 5760498 50 15.67 2968905 23.80
1214 5760692 217 37.04 2968911 23.80
1215 5760823 270 46.71 2968917 24.01
1216 5762091 56 16.76 2968923 24.01
1217 5763992 93 21.41 2968929 23.69
1218 5764687 152 26.78 2968935 23.80
1219 5766042 69 18.79 2968941 23.91
1220 5767501 147 26.19 2968947 24.01
1221 5768312 185 31.51 2968953 24.01
1222 5768414 85 20.67 2968959 23.80
1223 5770389 71 19.06 2968965 23.91
1224 5772926 63 17.91 2968971 23.69
1225 5773411 63 17.91 2968977 24.12
1226 5774291 56 16.76 2968983 23.80
1227 5775022 113 23.02 2968989 23.69
1228 5777710 394 84.01 2968995 24.12
1229 5779579 403 88.99 2969001 23.80
1230 5781276 85 20.67 2969007 24.12
1231 5784270 71 19.06 2969013 24.01
1232 5786625 61 17.60 2969019 24.01
1233 5792551 51 15.86 2969025 24.01
1234 5796164 99 21.91 2969031 23.91
1235 5797492 74 19.44 2969037 24.01
1236 5799317 184 31.36 2969043 23.80
1237 5800774 220 37.58 2969049 24.01
1238 5805822 181 30.87 2969055 23.91
1239 5810622 131 24.54 2969061 23.80
1240 5810691 79 20.03 2969067 24.01
1241 5813214 515 147.53 2969073 23.80
1242 5813776 384 80.08 2969079 23.58
1243 5815322 352 66.89 2969085 24.01
1244 5817939 89 21.05 2969091 23.80
1245 5818552 143 25.74 2969097 23.91
1246 5819248 76 19.69 2969103 23.80
1247 5819504 294 51.51 2969109 24.12
1248 5823878 115 23.18 2969115 24.01
1249 5824508 127 24.18 2969121 23.80
1250 5825672 220 37.58 2969127 24.01
1251 5828405 63 17.91 2969133 24.01
1252 5828887 423 97.36 2969139 23.80
1253 5829408 108 22.63 2969145 23.91
1254 5829881 98 21.83 2969151 23.91
1255 5831252 179 30.55 2969157 23.80
1256 5831688 122 23.75 2969163 23.80
1257 5839787 412 92.93 2969169 24.12
1258 5842921 103 22.23 2969175 24.12
1259 5846556 263 45.37 2969181 23.69
1260 5847099 89 21.05 2969187 23.80
1261 5849500 184 31.36 2969193 23.69
1262 5851116 414 93.93 2969199 24.01
1263 5851254 89 21.05 2969205 23.80
1264 5852500 60 17.43 2969211 24.01
1265 5854201 90 21.14 2969217 24.01
1266 5859739 146 26.08 2969223 24.01
1267 5861654 133 24.73 2969229 24.01
1268 5863022 255 43.96 2969235 23.91
1269 5863087 50 15.67 2969241 23.91
1270 5864181 361 70.62 2969247 24.01
1271 5864423 71 19.06 2969253 23.80
1272 5866699 412 92.93 2969259 24.01
1273 5870650 88 20.96 2969265 23.91
1274 5873903 295 51.75 2969271 23.80
1275 5878689 112 22.94 2969277 23.58
1276 5882451 312 55.68 2969283 23.91
1277 5884103 163 28.20 2969289 24.12
1278 5884775 248 42.69 2969295 23.91
1279 5890869 143 25.74 2969301 23.69
1280 5895638 99 21.91 2969307 24.12
1281 5896080 143 25.74 2969313 24.01
1282 5907120 85 20.67 2969319 24.12
1283 5907601 71 19.06 2969325 24.12
1284 5907901 380 78.12 2969331 24.12
1285 5909458 51 15.86 2969337 23.80
1286 5917764 131 24.54 2969343 23.69
1287 5919090 159 27.66 2969349 24.12
1288 5919528 79 20.03 2969355 23.58
1289 5922189 60 17.43 2969361 23.80
1290 5923402 76 19.69 2969367 24.12
1291 5926070 63 17.91 2969373 24.01
1292 5930881 355 68.30 2969379 24.01
1293 5935072 58 17.10 2969385 24.12
